"9,4,1,1,0,4,224,32",2.92E+04,
"9,4,1,1,0,4,256,32",3.33E+04,
"9,4,1,1,0,4,288,32",3.74E+04,
"9,4,1,1,0,4,320,32",4.15E+04,
"9,4,1,1,0,4,352,32",3.28E+04,
"9,4,1,1,0,4,384,32",4.97E+04,
"9,2,1,1,0,16,32,32",1.06E+03,
"9,2,1,1,0,16,64,32",2.08E+03,
"9,2,1,1,0,16,96,32",3.12E+03,
"9,2,1,1,0,16,128,32",4.16E+03,
"9,2,1,1,0,16,160,32",5.16E+03,
"9,2,1,1,0,16,192,32",6.21E+03,
"9,2,1,1,0,16,224,32",7.23E+03,
"9,2,1,1,0,16,256,32",8.26E+03,
"9,2,1,1,0,16,288,32",9.31E+03,
"9,2,1,1,0,16,320,32",1.04E+04,
"9,2,1,1,0,16,352,32",8.13E+03,
"9,2,1,1,0,16,384,32",1.24E+04,
"9,2,1,1,0,9,32,32",1.09E+03,
"9,2,1,1,0,9,64,32",2.11E+03,
"9,2,1,1,0,9,96,32",3.14E+03,
"9,2,1,1,0,9,128,32",4.16E+03,
"9,2,1,1,0,9,160,32",5.18E+03,
"9,2,1,1,0,9,192,32",6.21E+03,
"9,2,1,1,0,9,224,32",7.23E+03,
"9,2,1,1,0,9,256,32",8.26E+03,
"9,2,1,1,0,9,288,32",9.31E+03,
"9,2,1,1,0,9,320,32",1.04E+04,
"9,2,1,1,0,9,352,32",8.13E+03,
"9,2,1,1,0,9,384,32",1.24E+04,
"9,2,1,1,0,8,32,32",1.09E+03,
"9,2,1,1,0,8,64,32",2.11E+03,
"9,2,1,1,0,8,96,32",3.14E+03,
"9,2,1,1,0,8,128,32",4.16E+03,
"9,2,1,1,0,8,160,32",5.18E+03,
"9,2,1,1,0,8,192,32",6.21E+03,
"9,2,1,1,0,8,224,32",7.23E+03,
"9,2,1,1,0,8,256,32",8.26E+03,
"9,2,1,1,0,8,288,32",9.31E+03,
"9,2,1,1,0,8,320,32",1.04E+04,
"9,2,1,1,0,8,352,32",8.13E+03,
"9,2,1,1,0,8,384,32",1.24E+04,
